ADDRESS,LOCALITY,STATE,ZIP CODE,COUNTY,STREET,TYPE,PRICE,BEDS,BATHS,BUILD DATE,LOT SIZE,SQFT,FEES,VIEW COUNT,DAYS POSTED,DESCRIPTION
        1375 Millen Rd      ,Glennie,MI, 48737 ,Alcona ,Millen Rd,Single-Family Home,$124900,3,1,1970,20.00,1328,,176,197,Looking for your own 20 acres of hunting or farming land? Look no further. Not only is it 20 acres to call your own it?s surrounded by the Huron National Forest. Federal land = more hunting grounds. With an added bonus of a three bedroom one bath ranch-style home 30 x 40 pole barn for all of your storage needs a large garage that is easily a workshop with the amount of bench and shelving space and an attached woodshed. Woodshed? Yes because an outdoor wood burner heats the home and the insulated pole barn! Utility bills are practically zero here. The exterior of the house is newly painted and has a newer roof. The interior features an open floor plan with large bedrooms a boiler system unit and new carpet (December 2017). The potential for this land is limitless! While hunting is a great option and with food plots in place this could also be grounds for a ranch or mini farm - so much possibility. This peaceful property abundant with wildlife could be yours! Call today to view the home and the property. Want an aerial view of the land? Check out this amazing footage: https://drive.google.com/file/d/1tc3Cyz3-uwQFWazcACmfgxAVFMAQFDc2/view              
        2898 Northern Dr      ,Glennie,MI, 48737 ,Alcona ,Northern Dr,Single-Family Home,$59900,2,1,,0.52,1900,,391,411,Highly maintained. One bedroom (9x18) but we are considering the entire front porch heated & can sleep 6. From the porch area step into one big open area living room kitchen & dining. Charming warm and so spacious. The kitchen bar will seat 9 + dining room table 4. Also a futon here for extra quests. Cozy fire place on those stormy winter nights you come in from ice-fishing or snowmobiling. Within walking distance to the lake and near the trails. This home borders a 1000 acre private parcel so you can sit around the campfire and see lots of wildlife. A must see to be appreciated and would also make a great retirement home.              
        3019 Northern Dr      ,Glennie,MI, 48737 ,Alcona ,Northern Dr,Single-Family Home,$60000,2,1,1979,0.36,936,,99,390,2 Bedroom maintained home with attached Oversized Finished Heated Garage...Close to North Lake. Breezeway between Home & Garage makes it nice. Newer carpet in bedrooms woodstove in Living Room heats home very well. Open Ceiling brings in lots of daylight. Updated Well approx. 8 years ago and seller says Septic works well. Whole area is wooded and North Lake is close by with public boat launch for you to enjoy the Beautiful Lake.              
        5148 Northwood Dr      ,Glennie,MI, 48737 ,Alcona ,Northwood Dr,Mobile/Manufactured,$65000,2,2,1988,0.34,1268,,41,52,Very well maintained home near Vaughn Lake with large 28x40 barn style garage for lots of storage. This home has many updates including new windows flooring ceramic tile in bath and shower new hot water heater and more. Home also has an attached large screened porch for summertime enjoyment. Home is only 2 miles from Glennie and close to the Huron National Forest and AuSable River.              
        4135 Pine St      ,Glennie,MI, 48737 ,Alcona ,Pine St,Single-Family Home,$45000,2,1,1955,0.91,1056,,8,63,Great Northern Getaway or Hunting Cabin. Sits on 4 lots with Federal land right across the street. Not far from the AuSable River and inland all sports lake. Cozy and cute & includes most furnishings. Sit around the campfire with family and friends for years to come.              
        4220 Pine St      ,Glennie,MI, 48737 ,Alcona ,Pine St,Single-Family Home,$24900,3,1,1958,0.45,960,,59,1449,Potential with this fixer upper that offers some character! There are two main level bedrooms and one open loft bedroom. The main living & kitchen area is nice and open and there is a stone fireplace! Plenty of exterior storage space too! Being sold as-is! A minimum $1000.00 earnest deposit with all offers are required per the terms of the listing agreement. Buyer shall select the title/closing agent unless seller specifically requests a particular title/closing agent. Buyer at their sole expense shall pay the owner's title insurance policy and shall pay the title examination fee and premium for such policy. Buyer shall pay all closing fees & costs including settlement deed and/or closing fees & costs to the closing/title agent regardless of local custom. Seller will NOT be responsible for any unpaid real estate taxes and/or assessments levies homeowner/condo association fees costs and/or charges utilities code violations and any other charges. The buyer is responsible for verifying any possible liens judgements and/or assessments.              
        5115 Pine St      ,Glennie,MI, 48737 ,Alcona ,Pine St,Single-Family Home,$69900,2,1,1953,0.75,1480,,61,382,Huge Lot with 131 feet of frontage on all sports Vaughn lake! whether you decide to restore or replace the home this lot is more than spacious enough to make your dreams come true.              
        3754 Rearing Pond Rd      ,Glennie,MI, 48737 ,Alcona ,Rearing Pond Rd,Single-Family Home,$167900,2,1,,40.00,672,,76,86,Quaint 2 bedroom/1 bath Stone Cottage with matching 2 car garage. This little beauty sits on 40 wooded acres with Bryant Creek flowing through property. Huron National Forest borders all 4 sides. There's a host of wildlife; bear deer turkey quail and squirrel seen on property. An elevated box stand is already in place and plenty of room to add more. Cottage has real oak flooring throughout. Its knotty pine ceiling and wood burning stone fireplace is warm and inviting. Sit out in the sunroom and enjoy your morning coffee surrounded by nature. Another unique feature on this property is the root cellar. Perfect for your canned goods! Come take a look today!!              
        3581 Sawmill Rd      ,Glennie,MI, 48737 ,Alcona ,Sawmill Rd,Single-Family Home,$37500,1,1,1960,0.65,544,,13,87,Nice little cottage with country setting. Great location not far from Ausable River and National Forest. Has a two car garage with workshop. Mature oak trees and a nice size yard. Being sold mostly furnished.              
        3370 E Cedar Lake Dr      ,Greenbush,MI, 48738 ,Alcona ,E Cedar Lake Dr,Mobile/Manufactured,$109000,3,2,1995,0.83,2000,,156,494,This home offers lots of living space and fantastic views of Cedar Lake. It has 180' of lake and canal frontage. The canal has a seawall and would be a nice place to dock a fishing boat or pontoon. Rumor has it Blue Gill spawn in the canal and can be caught during the spring. Bass will also show up at times. The location on the lake is an area where there is little boat traffic. The natural front will bring lots of waterfowl and wildlife to view right from your front window. You will surely enjoy the open floor plan of this well maintained three bedroom two full bath home. The master suite has a private full bath with a large garden tub and shower. At the opposite end of the home you will find two additional bedrooms and another shared full bath. The living area contains a gas log fireplace and views to the water out the sliding door wall in the dining area. The family room is located between the garage and the laundry and has a spot for a wood stove and provides panoramic views of Cedar Lake. Another favorite within the home is the enclosed porch on the waterside. This would make a great spot for that morning cup of coffee with breath taking views of the water. For storage the attached two car garage and an additional 12'x12' shed should satisfy most. This home is offered well below sev!              
        3372 E Cedar Lake Dr      ,Greenbush,MI, 48738 ,Alcona ,E Cedar Lake Dr,Single-Family Home,$274500,3,1.75,1966,0.55,1920,,129,34,This home is packed with quality throughout. Sitting on over 150' of quiet Cedar Lake frontage it shares a steel seawall protected boat "lagoon" with its' neighbor. To the north is the natural section of Cedar Lake to the south is the all sports area for great watercraft activities. The home has been designed to take full advantage of the great lake views from both the great room area and the master bedroom. Each room features a wide wood doorwall framed with large casement windows on each side. The living room boasts a wide floor to ceiling cultured stone fireplace with a full width wood mantel. The kitchen and dining areas have been filled with quality stained wood cabinets custom created drawer/lighted display cabinet and wine rack tile back splashes tiled floors all coming together to create an area that will be filled with family enjoying great times together. The quality is carried throughout with stained all wood doors fine blinds and much more. An added bonus for the handy person is a 16x10 heated workroom with entry from inside the garage. Come check this one out.              
        3375 E Cedar Lake Dr      ,Greenbush,MI, 48738 ,Alcona ,E Cedar Lake Dr,Single-Family Home,$85000,3,2,1959,0.33,1230,,62,473,Wonderful view of all-sport Cedar Lake where you can launch your boat just a few doors down for all that water fun! The low maintenance treed property has beautiful perennial gardens a fire pit and a shed for gear. The pine ceilings and log walls in the living area are a classic accent to the open floor plan and the wood burning fireplace adds cozy warmth. You'll love the ceramic shower and floor in one bath some coved ceilings ample storage and all the appliances. This ready to live home features updated windows newer roof furnace and water heater 200 amp electrical central air and 4 ft crawl. Make this your new home or vacation spot!              
        3558 E Cedar Lake Dr      ,Greenbush,MI, 48738 ,Alcona ,E Cedar Lake Dr,Single-Family Home,$194900,3,2,1976,0.41,1500,,458,867,If it isn't log construction than it's not a true "up north" home! This log home features an open beam ceiling 12' field stone fireplace with an air tight insert. Quality windows throughout. Enclosed sun room with walkout to your private lakeside deck. This year round cottage is nestled within a 350' wooded lot. The lakefront has a steel seawall with a wooden boardwalk and a great sandy swimming area. Over 100' of walk ways leading from front to back and down to the waters edge consist mainly of paving bricks. See one of the few log constructed homes available on the lake. Call us for your guided tour.              
